id,name,woofer_type,date,source,retweet_count,favorite_count,rating_numerator,rating_denominator,prediction1,prediction1_confidence,prediction1_isdog,prediction2,prediction2_confidence,prediction2_isdog,prediction3,prediction3_confidence,prediction3_isdog,jpg_url
880465832366813184,Bella,None,2017-06-29,Twitter for iPhone,6101,27835,12,10,golden_retriever,0.913255,True,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,Jesse,None,2017-06-29,Twitter for iPhone,4097,26351,12,10,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,None,None,2017-06-28,Twitter for iPhone,4217,26941,12.0,10.0,miniature_pinscher,0.120298,True,rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,Romeo,None,2017-06-28,Twitter for iPhone,3397,21801,13,10,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,Bailey,None,2017-06-27,Twitter for iPhone,3091,22860,12,10,german_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,Duddles,None,2017-06-26,Twitter for iPhone,43071,103228,13,10,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,Jack,None,2017-06-26,Twitter for iPhone,3024,16394,12,10,tricycle,0.663601,False,labrador_retriever,0.0334961,True,pembroke,0.0188266,True,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879050749262655488,Steven,None,2017-06-25,Twitter for iPhone,4577,21999,11,1,tabby,0.311861,False,window_screen,0.169123,False,egyptian_cat,0.132932,False,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg
879008229531029506,Beau,None,2017-06-25,Twitter for iPhone,2619,18527,13,10,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,Snoopy,puppo,2017-06-25,Twitter for iPhone,4011,18952,13,10,italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,ibizan_hound,0.0397246,True,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878281511006478336,Shadow,None,2017-06-23,Twitter for iPhone,1252,7556,13,10,basset,0.32042,True,collie,0.215975,True,appenzeller,0.12850699999999998,True,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,Emmy,None,2017-06-23,Twitter for iPhone,6623,41032,14,10,french_bulldog,0.839097,True,boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,Aja,None,2017-06-22,Twitter for iPhone,18577,77801,13,10,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,Penny,None,2017-06-21,Twitter for iPhone,3700,22191,12,10,basset,0.995368,True,welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,Dante,None,2017-06-21,Twitter for iPhone,5052,26741,13,10,saluki,0.5099670000000001,True,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,Nelly,None,2017-06-20,Twitter for iPhone,5435,26476,12,10,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
876838120628539392,Ginger,None,2017-06-19,Twitter for iPhone,3252,20200,12,10,bloodhound,0.575751,True,redbone,0.24097,True,tibetan_mastiff,0.08893480000000001,True,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
876484053909872640,Benedict,None,2017-06-18,Twitter for iPhone,2330,18319,13,10,golden_retriever,0.874566,True,irish_terrier,0.0373542,True,chow,0.016723599999999998,True,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
876120275196170240,Venti,None,2017-06-17,Twitter for iPhone,4563,27297,13.0,10.0,bernese_mountain_dog,0.534327,True,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
875747767867523072,Goose,None,2017-06-16,Twitter for iPhone,4182,24617,13,10,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
875144289856114688,Nugget,None,2017-06-15,Twitter for iPhone,4817,21441,13,10,siberian_husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
875021211251597312,None,None,2017-06-14,Twitter for iPhone,4608,24898,12,10,west_highland_white_terrier,0.7143189999999999,True,siberian_husky,0.0919133,True,great_pyrenees,0.0460382,True,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
874680097055178752,Cash,None,2017-06-13,Twitter for iPhone,4534,27202,12,10,labrador_retriever,0.836052,True,staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
874296783580663808,Jed,None,2017-06-12,Twitter for iPhone,4015,25483,13,10,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
874057562936811520,None,None,2017-06-12,Twitter for iPhone,3864,22204,13.0,10.0,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,newfoundland,0.0282283,True,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
874012996292530176,Sebastian,puppo,2017-06-11,Twitter for iPhone,10167,33769,12.0,10.0,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
873580283840344065,None,None,2017-06-10,Twitter for iPhone,3849,23696,13.0,10.0,newfoundland,0.678537,True,tibetan_mastiff,0.244022,True,chow,0.0485295,True,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg
873213775632977920,Sierra,None,2017-06-09,Twitter for iPhone,1550,7082,12,10,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake_bay_retriever,0.0126763,True,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
872967104147763200,None,None,2017-06-09,Twitter for iPhone,5302,26753,12,10,labrador_retriever,0.476913,True,chesapeake_bay_retriever,0.174145,True,german_short-haired_pointer,0.0928614,True,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg
872820683541237760,None,None,2017-06-08,Twitter for iPhone,3622,14422,12.0,10.0,pug,0.99912,True,french_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg
872620804844003328,Monkey,None,2017-06-08,Twitter for iPhone,3623,20364,13,10,cocker_spaniel,0.513191,True,sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg
872486979161796608,None,None,2017-06-07,Twitter for iPhone,8851,39872,13.0,10.0,pembroke,0.931861,True,cardigan,0.0377212,True,chihuahua,0.0119667,True,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg
872122724285648897,Kody,None,2017-06-06,Twitter for iPhone,7980,33716,12,10,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg
871879754684805121,Lassie,None,2017-06-06,Twitter for iPhone,10948,37182,13.0,10.0,shetland_sheepdog,0.969171,True,collie,0.0182607,True,pomeranian,0.00851534,True,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg
871762521631449091,Rover,None,2017-06-05,Twitter for iPhone,3417,19877,12.0,10.0,labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg
871515927908634625,Napolean,None,2017-06-04,Twitter for iPhone,3400,19832,13.0,10.0,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg
871032628920680449,Boomer,None,2017-06-03,Twitter for iPhone,3760,22281,13,1,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg
870804317367881728,None,None,2017-06-03,Twitter for iPhone,6110,33055,12.0,10.0,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg
870656317836468226,Cody,None,2017-06-02,Twitter for iPhone,2603,12200,13,10,pembroke,0.945495,True,cardigan,0.0458755,True,beagle,0.00432943,True,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg
870374049280663552,Zoey,None,2017-06-01,Twitter for iPhone,25872,81379,13.0,10.0,golden_retriever,0.841001,True,great_pyrenees,0.0992784,True,labrador_retriever,0.0326213,True,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg
870308999962521604,Rumble,None,2017-06-01,Twitter for iPhone,4101,21492,13,10,greater_swiss_mountain_dog,0.6227520000000001,True,appenzeller,0.15846300000000002,True,entlebucher,0.148115,True,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg
870063196459192321,Clifford,None,2017-05-31,Twitter for iPhone,8230,36048,10.0,10.0,comic_book,0.534409,False,envelope,0.280722,False,book_jacket,0.043785500000000005,False,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg
869772420881756160,Dewey,None,2017-05-31,Twitter for iPhone,9916,41782,13,10,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg
869702957897576449,Stanley,None,2017-05-30,Twitter for iPhone,6271,27810,13,10,pembroke,0.993449,True,cardigan,0.00632508,True,chihuahua,0.000177598,True,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg
869596645499047938,Scout,None,2017-05-30,Twitter for iPhone,3105,15751,13.0,10.0,chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg
869227993411051520,Gizmo,None,2017-05-29,Twitter for iPhone,3753,20169,13,10,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg
868880397819494401,Walter,None,2017-05-28,Twitter for iPhone,14322,64687,14,10,laptop,0.153718,False,french_bulldog,0.0999839,True,printer,0.0771299,False,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg
868622495443632128,None,None,2017-05-28,Twitter for iPhone,5249,26380,13,10,labrador_retriever,0.868107,True,great_pyrenees,0.060973,True,saint_bernard,0.0334889,True,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg
868552278524837888,Cooper,None,2017-05-27,Twitter for iPhone,2075,9997,12,10,whippet,0.378151,True,italian_greyhound,0.275935,True,american_staffordshire_terrier,0.0949906,True,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg
867900495410671616,None,None,2017-05-26,Twitter for iPhone,4145,23892,13.0,10.0,labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg
867774946302451713,Harold,None,2017-05-25,Twitter for iPhone,7284,33572,13,10,border_collie,0.661953,True,cardigan,0.175718,True,collie,0.0871424,True,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg
867421006826221569,Shikha,puppo,2017-05-24,Twitter for iPhone,2483,15928,12.0,10.0,eskimo_dog,0.6164569999999999,True,siberian_husky,0.38133,True,malamute,0.00167022,True,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg
867051520902168576,None,None,2017-05-23,Twitter for iPhone,7814,31897,12.0,10.0,samoyed,0.471403,True,pekinese,0.302219,True,pomeranian,0.156606,True,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg
866686824827068416,Lili,None,2017-05-22,Twitter for iPhone,3458,19089,12,10,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg
866450705531457537,Jamesy,None,2017-05-22,Twitter for iPhone,35129,121026,13,10,french_bulldog,0.905334,True,boston_bull,0.0780597,True,pug,0.00177092,True,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg
866334964761202691,Coco,None,2017-05-21,Twitter for iPhone,14365,52030,12,10,samoyed,0.984086,True,pomeranian,0.00791928,True,keeshond,0.00332813,True,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg
865718153858494464,Boomer,None,2017-05-19,Twitter for iPhone,5599,25416,13,10,golden_retriever,0.673664,True,kuvasz,0.157523,True,labrador_retriever,0.126073,True,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg
865359393868664832,Sammy,None,2017-05-19,Twitter for iPhone,4984,26247,13.0,10.0,chesapeake_bay_retriever,0.832435,True,labrador_retriever,0.163551,True,weimaraner,0.00277025,True,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg
865006731092295680,Nelly,None,2017-05-18,Twitter for iPhone,7667,27787,13,10,pembroke,0.989882,True,cardigan,0.00990646,True,basenji,0.000134952,True,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg
864873206498414592,None,None,2017-05-17,Twitter for iPhone,8690,32046,13.0,10.0,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg
864279568663928832,Meatball,None,2017-05-16,Twitter for iPhone,3022,14527,12,10,bull_mastiff,0.668613,True,french_bulldog,0.180562,True,staffordshire_bullterrier,0.0522374,True,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg
864197398364647424,Paisley,None,2017-05-15,Twitter for iPhone,8914,29937,13,10,golden_retriever,0.945905,True,labrador_retriever,0.0212636,True,tibetan_mastiff,0.0204928,True,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg
